Orthogroup	AGIS1.0	BSM	CI	GJ	IN	KM	MPE	PP	cultivar_occupancy	reference_present	private_cultivar
OG0034300	NC_089037.1.g12110		NC_089037.1.g12059		NC_089037.1.g12065		NC_089037.1.g12026		3	1	
OG0034301	NC_089037.1.g12133	NC_089037.1.g12055			NC_089037.1.g12087		NC_089037.1.g12048		3	1	
OG0034302	NC_089037.1.g12218			NC_089037.1.g12110		NC_089037.1.g12311		NC_089037.1.g12215	3	1	
OG0034303	NC_089037.1.g12238		NC_089037.1.g12194	NC_089037.1.g12130		NC_089037.1.g12332			3	1	
OG0034304	NC_089037.1.g12257			NC_089037.1.g12147		NC_089037.1.g12349		NC_089037.1.g12251	3	1	
OG0034305	NC_089037.1.g12276	NC_089037.1.g12197					NC_089037.1.g12192	NC_089037.1.g12268	3	1	
OG0034306	NC_089037.1.g12283	NC_089037.1.g12203		NC_089037.1.g12168	NC_089037.1.g12245				3	1	
OG0034307	NC_089037.1.g12347	NC_089042.1.g27979, NC_089045.1.g35728		NC_089045.1.g35425					2	1	
OG0034308	NC_089037.1.g12456		NC_089037.1.g12411			NC_089037.1.g12551	NC_089037.1.g12383		3	1	
OG0034309	NC_089037.1.g12523	NC_089037.1.g12449				NC_089037.1.g12617		NC_089037.1.g12519	3	1	
OG0034311	NC_089037.1.g12673	NC_089037.1.g12600		NC_089037.1.g12558	NC_089037.1.g12636				3	1	
OG0034312	NC_089037.1.g12697	NC_089037.1.g12624	NC_089037.1.g12658				NC_089037.1.g12642		3	1	
OG0034313	NC_089037.1.g12713		NC_089037.1.g12673	NC_089037.1.g12599		NC_089037.1.g12805			3	1	
OG0034314	NC_089037.1.g12715	NC_089037.1.g12641		NC_089037.1.g12601		NC_089037.1.g12807			3	1	
OG0034315	NC_089037.1.g12823			NC_089037.1.g12709		NC_089037.1.g12912		NC_089037.1.g12829	3	1	
OG0034316	NC_089037.1.g12824			NC_089037.1.g12710		NC_089037.1.g12913		NC_089037.1.g12830	3	1	
OG0034317	NC_089037.1.g12945	NC_089037.1.g12865		NC_089037.1.g12831		NC_089037.1.g13038			3	1	
OG0034318	NC_089037.1.g12971	NC_089037.1.g12894		NC_089037.1.g12861		NC_089037.1.g13067			3	1	
OG0034319	NC_089037.1.g13191	NC_089037.1.g13111		NC_089037.1.g13081		NC_089037.1.g13288			3	1	
OG0034320	NC_089037.1.g13194	NC_089037.1.g13115		NC_089037.1.g13085			NC_089044.1.g32421		3	1	
OG0034321	NC_089037.1.g13267	NC_089037.1.g13192				NC_089037.1.g13371	NC_089037.1.g13217		3	1	
OG0034322	NC_089037.1.g13317			NC_089037.1.g13210	NC_089043.1.g31038	NC_089037.1.g13422			3	1	
OG0034323	NC_089037.1.g13328		NC_089037.1.g13290				NC_089037.1.g13274	NC_089037.1.g13331	3	1	
OG0034324	NC_089037.1.g13345			NC_089037.1.g13237		NC_089037.1.g13449, NC_089038.1.g15642			2	1	
OG0034325	NC_089037.1.g13384			NC_089037.1.g13275		NC_089037.1.g13487	NC_089037.1.g13323		3	1	
OG0034326	NC_089037.1.g13388			NC_089037.1.g13279		NC_089037.1.g13491	NC_089037.1.g13328		3	1	
OG0034327	NC_089037.1.g13391			NC_089037.1.g13283		NC_089037.1.g13495	NC_089037.1.g13331		3	1	
OG0034328	NC_089037.1.g13428, NC_089038.1.g16613	NC_089038.1.g16481					NC_089038.1.g16549		2	1	
OG0034329	NC_089037.1.g13466	NC_089037.1.g13374		NC_089037.1.g13356		NC_089037.1.g13573			3	1	
OG0034330	NC_089037.1.g13511		NC_089037.1.g13466			NC_089037.1.g13620	NC_089037.1.g13452		3	1	
OG0034331	NC_089037.1.g13565			NC_089037.1.g13458		NC_089037.1.g13675	NC_089037.1.g13503		3	1	
OG0034332	NC_089037.1.g13633		NC_089037.1.g13590			NC_089041.1.g26035		NC_089037.1.g13632	3	1	
OG0034333	NC_089037.1.g13726			NC_089037.1.g13611		NC_089037.1.g13832		NC_089037.1.g13724	3	1	
OG0034334	NC_089037.1.g13727			NC_089037.1.g13612		NC_089037.1.g13833		NC_089037.1.g13725	3	1	
OG0034335	NC_089037.1.g13769	NC_089037.1.g13671		NC_089037.1.g13653		NC_089037.1.g13874			3	1	
OG0034336	NC_089037.1.g13868		NC_089037.1.g13820		NC_089037.1.g13811			NC_089037.1.g13866	3	1	
OG0034337	NC_089037.1.g14018	NC_089037.1.g13915	NC_089037.1.g13965	NC_089037.1.g13902					3	1	
OG0034338	NC_089038.1.g14134		NC_089038.1.g14074		NC_089038.1.g14063	NC_089038.1.g14231			3	1	
OG0034339	NC_089038.1.g14242			NC_089038.1.g14121	NC_089038.1.g14169		NC_089038.1.g14173		3	1	
OG0034340	NC_089038.1.g14251	NC_089038.1.g14133		NC_089038.1.g14128		NC_089038.1.g14350			3	1	
OG0034341	NC_089038.1.g14278			NC_089038.1.g14151	NC_089038.1.g14208		NC_089038.1.g14209		3	1	
OG0034342	NC_089038.1.g14375			NC_089038.1.g14245	NC_089038.1.g14310	NC_089038.1.g14480			3	1	
OG0034343	NC_089038.1.g14394	NC_089038.1.g14289				NC_089038.1.g14496		NC_089038.1.g14385	3	1	
OG0034344	NC_089038.1.g14401	NC_089038.1.g14298			NC_089038.1.g14336	NC_089038.1.g14504			3	1	
OG0034345	NC_089038.1.g14421	NC_089038.1.g14314	NC_089038.1.g14351				NC_089038.1.g14354		3	1	
OG0034346	NC_089038.1.g14476		NC_089038.1.g14401	NC_089038.1.g14341		NC_089038.1.g14575			3	1	
OG0034347	NC_089038.1.g14485	NC_089038.1.g14380	NC_089038.1.g14415			NC_089038.1.g14585			3	1	
OG0034348	NC_089038.1.g14492		NC_089038.1.g14424		NC_089038.1.g14425	NC_089038.1.g14593			3	1	
OG0034349	NC_089038.1.g14521	NC_089038.1.g14420			NC_089038.1.g14453		NC_089038.1.g14455		3	1	
OG0034350	NC_089038.1.g14603			NC_089038.1.g14474	NC_089038.1.g14546		NC_089038.1.g14546		3	1	
OG0034351	NC_089038.1.g14646		NC_089038.1.g14590	NC_089038.1.g14518		NC_089038.1.g14763			3	1	
OG0034352	NC_089038.1.g14652	NC_089038.1.g14563		NC_089038.1.g14523		NC_089038.1.g14768			3	1	
OG0034353	NC_089038.1.g14662			NC_089038.1.g14532	NC_089038.1.g14604		NC_089038.1.g14597		3	1	
OG0034354	NC_089038.1.g14679			NC_089038.1.g14546		NC_089038.1.g14796		NC_089038.1.g14679	3	1	
OG0034355	NC_089038.1.g14685	NC_089038.1.g14823			NC_089037.1.g11917, NC_089038.1.g14866				2	1	
OG0034356	NC_089038.1.g14709		NC_089038.1.g14640	NC_089038.1.g14579	NC_089038.1.g14644				3	1	
OG0034357	NC_089038.1.g14715				NC_089038.1.g14413	NC_089038.1.g14831, NC_089041.1.g27042			2	1	
OG0034358	NC_089038.1.g14753			NC_089038.1.g14626	NC_089038.1.g14684	NC_089038.1.g14875			3	1	
OG0034359	NC_089038.1.g14812	NC_089038.1.g14713		NC_089038.1.g14686			NC_089038.1.g14746		3	1	
OG0034360	NC_089038.1.g14845	NC_089038.1.g14742		NC_089038.1.g14712			NC_089038.1.g14777		3	1	
OG0034361	NC_089038.1.g14849			NC_089038.1.g14716	NC_089038.1.g14786	NC_089038.1.g14966			3	1	
OG0034362	NC_089038.1.g14866		NC_089038.1.g14795		NC_089038.1.g14802	NC_089038.1.g14981			3	1	
OG0034363	NC_089038.1.g14905				NC_089038.1.g14843	NC_089038.1.g15027		NC_089038.1.g14900	3	1	
OG0034364	NC_089038.1.g14925		NC_089038.1.g14849				NC_089038.1.g14860	NC_089038.1.g14921	3	1	
OG0034365	NC_089038.1.g14932	NC_089038.1.g14831					NC_089038.1.g14868	NC_089038.1.g14929	3	1	
OG0034366	NC_089038.1.g14939	NC_089038.1.g14840	NC_089038.1.g14865	NC_089038.1.g14803					3	1	
OG0034367	NC_089038.1.g14966	NC_089038.1.g14866					NC_089038.1.g14898	NC_089038.1.g14959	3	1	
OG0034368	NC_089038.1.g15065		NC_089038.1.g14978		NC_089038.1.g15004			NC_089038.1.g15055	3	1	
OG0034369	NC_089038.1.g15067					NC_089038.1.g15177	NC_089038.1.g15000	NC_089038.1.g15057	3	1	
OG0034370	NC_089038.1.g15079	NC_089038.1.g14968		NC_089038.1.g14940		NC_089038.1.g15188			3	1	
OG0034371	NC_089038.1.g15098	NC_089038.1.g14988				NC_089038.1.g15208	NC_089038.1.g15040		3	1	
OG0034372	NC_089038.1.g15158		NC_089038.1.g15064				NC_089038.1.g15099	NC_089038.1.g15137	3	1	
OG0034373	NC_089038.1.g15161		NC_089038.1.g15067		NC_089038.1.g15100		NC_089038.1.g15102		3	1	
OG0034374	NC_089038.1.g15175			NC_089038.1.g15040	NC_089038.1.g15119		NC_089038.1.g15122		3	1	
OG0034375	NC_089038.1.g15281	NC_089038.1.g15176		NC_089038.1.g15156		NC_089038.1.g15406			3	1	
OG0034376	NC_089038.1.g15298			NC_089038.1.g15174	NC_089038.1.g15249	NC_089038.1.g15422			3	1	
OG0034377	NC_089038.1.g15369	NC_089038.1.g15262	NC_089038.1.g15282				NC_089038.1.g15314		3	1	
OG0034378	NC_089038.1.g15448	NC_089038.1.g15344			NC_089038.1.g15401	NC_089038.1.g15568			3	1	
OG0034379	NC_089038.1.g15529		NC_089038.1.g15433	NC_089038.1.g15396		NC_089038.1.g15648			3	1	
OG0034380	NC_089038.1.g15632	NC_089038.1.g15527		NC_089038.1.g15503	NC_089038.1.g15589				3	1	
OG0034381	NC_089038.1.g15635	NC_089038.1.g15529		NC_089038.1.g15506	NC_089038.1.g15592				3	1	
OG0034382	NC_089038.1.g15654			NC_089038.1.g15526	NC_089038.1.g15610	NC_089038.1.g15778			3	1	
OG0034383	NC_089038.1.g15661		NC_089038.1.g15570		NC_089038.1.g15617	NC_089038.1.g15785			3	1	
OG0034384	NC_089038.1.g15709		NC_089038.1.g15618	NC_089038.1.g15580		NC_089038.1.g15833			3	1	
OG0034385	NC_089038.1.g15719		NC_089038.1.g15628	NC_089038.1.g15590			NC_089038.1.g15659		3	1	
OG0034386	NC_089038.1.g15757				NC_089038.1.g15714	NC_089038.1.g15882	NC_089038.1.g15698		3	1	
OG0034387	NC_089038.1.g15775	NC_089038.1.g15667	NC_089038.1.g15679				NC_089038.1.g15715		3	1	
OG0034388	NC_089038.1.g15809				NC_089038.1.g15762		NC_089038.1.g15750	NC_089038.1.g15769	3	1	
OG0034389	NC_089038.1.g15838		NC_089038.1.g15741	NC_089038.1.g15707		NC_089038.1.g15960			3	1	
OG0034390	NC_089038.1.g15840		NC_089038.1.g15743	NC_089038.1.g15709		NC_089038.1.g15962			3	1	
OG0034391	NC_089038.1.g15883		NC_089038.1.g15788	NC_089038.1.g15753		NC_089038.1.g16006			3	1	
OG0034392	NC_089038.1.g15899	NC_089038.1.g15793				NC_089038.1.g16023		NC_089038.1.g15857	3	1	
OG0034393	NC_089038.1.g15900		NC_089038.1.g15803				NC_089038.1.g15845	NC_089038.1.g15858	3	1	
OG0034394	NC_089038.1.g16063		NC_089038.1.g15971	NC_089038.1.g15932		NC_089038.1.g16198			3	1	
OG0034395	NC_089038.1.g16162		NC_089038.1.g16073		NC_089038.1.g16118	NC_089038.1.g16299			3	1	
OG0034396	NC_089038.1.g16429	NC_089038.1.g16310		NC_089038.1.g16286		NC_089038.1.g16562			3	1	
OG0034397	NC_089038.1.g16500		NC_089038.1.g16409		NC_089038.1.g16448	NC_089038.1.g16630			3	1	
OG0034398	NC_089038.1.g16521	NC_089038.1.g16402		NC_089038.1.g16383		NC_089038.1.g16651			3	1	
OG0034399	NC_089038.1.g16525		NC_089038.1.g16432	NC_089038.1.g16386		NC_089038.1.g16654			3	1	
OG0034400	NC_089038.1.g16536		NC_089038.1.g16441	NC_089038.1.g16395		NC_089038.1.g16663			3	1	
OG0034401	NC_089038.1.g16547		NC_089038.1.g16450	NC_089038.1.g16405		NC_089038.1.g16672			3	1	
OG0034402	NC_089038.1.g16556		NC_089038.1.g16459	NC_089038.1.g16414		NC_089038.1.g16681			3	1	
OG0034403	NC_089038.1.g16573	NC_089038.1.g16444		NC_089038.1.g16429		NC_089038.1.g16696			3	1	
OG0034404	NC_089038.1.g16637		NC_089038.1.g16540	NC_089038.1.g16494		NC_089038.1.g16767			3	1	
OG0034405	NC_089038.1.g16759	NC_089038.1.g16617			NC_089038.1.g16696			NC_089038.1.g16702	3	1	
OG0034406	NC_089038.1.g16850	NC_089038.1.g16705					NC_089038.1.g16779	NC_089038.1.g16795	3	1	
OG0034407	NC_089038.1.g16870		NC_089038.1.g16776				NC_089038.1.g16798	NC_089038.1.g16814	3	1	
OG0034408	NC_089038.1.g16871			NC_089038.1.g16716	NC_089038.1.g16807	NC_089038.1.g16998			3	1	
OG0034409	NC_089038.1.g16967			NC_089038.1.g16810		NC_089038.1.g17093		NC_089038.1.g16906	3	1	
OG0034410	NC_089038.1.g17233		NC_089038.1.g17145	NC_089038.1.g17078	NC_089038.1.g17171				3	1	
OG0034411	NC_089038.1.g17236			NC_089038.1.g17082	NC_089038.1.g17175	NC_089038.1.g17368			3	1	
OG0034412	NC_089038.1.g17315	NC_089038.1.g17152		NC_089038.1.g17160		NC_089038.1.g17447			3	1	
OG0034413	NC_089038.1.g17387	NC_089038.1.g17224			NC_089038.1.g17323		NC_089038.1.g17311		3	1	
OG0034414	NC_089039.1.g17648	NC_089039.1.g17483			NC_089039.1.g17581		NC_089039.1.g17571		3	1	
OG0034415	NC_089039.1.g17671		NC_089039.1.g17583	NC_089039.1.g17519				NC_089039.1.g17617	3	1	
OG0034416	NC_089039.1.g17711		NC_089039.1.g17620			NC_089039.1.g17848		NC_089039.1.g17656	3	1	
OG0034417	NC_089039.1.g17832		NC_089039.1.g17742	NC_089039.1.g17685		NC_089039.1.g17977			3	1	
OG0034418	NC_089039.1.g17884			NC_089039.1.g17737	NC_089039.1.g17824	NC_089039.1.g18033			3	1	
OG0034419	NC_089039.1.g18158	NC_089039.1.g19303			NC_089039.1.g18102, NC_089039.1.g19414				2	1	
OG0034420	NC_089039.1.g18200	NC_089039.1.g18037			NC_089039.1.g18143			NC_089039.1.g18143	3	1	
OG0034421	NC_089039.1.g18237					NC_089045.1.g35573	NC_089039.1.g18163, NC_089045.1.g35020		2	1	
OG0034422	NC_089039.1.g18247		NC_089039.1.g18148	NC_089039.1.g18089		NC_089039.1.g18397			3	1	
OG0034423	NC_089039.1.g18347		NC_089039.1.g18247	NC_089039.1.g18189	NC_089039.1.g18297				3	1	
OG0034424	NC_089039.1.g18358	NC_089039.1.g18197			NC_089039.1.g18310		NC_089039.1.g18291		3	1	
OG0034425	NC_089039.1.g18404			NC_089039.1.g18241		NC_089039.1.g18550		NC_089039.1.g18359	3	1	
OG0034426	NC_089039.1.g18433		NC_089039.1.g18328			NC_089039.1.g18580, NC_089040.1.g22091			2	1	
OG0034427	NC_089039.1.g18453			NC_089039.1.g18286	NC_089039.1.g18409	NC_089039.1.g18601			3	1	
OG0034428	NC_089039.1.g18475	NC_089039.1.g18307	NC_089039.1.g18375					NC_089039.1.g18431	3	1	
OG0034429	NC_089039.1.g18631			NC_089039.1.g18464			NC_089039.1.g18563	NC_089039.1.g18592	3	1	
OG0034430	NC_089039.1.g18633	NC_089039.1.g18461		NC_089039.1.g18465		NC_089039.1.g18782			3	1	
OG0034431	NC_089039.1.g18667				NC_089039.1.g18622		NC_089039.1.g18599	NC_089039.1.g18628	3	1	
OG0034432	NC_089039.1.g18670, NC_089042.1.g28857	NC_089039.1.g18499					NC_089039.1.g18602		2	1	
OG0034433	NC_089039.1.g18734			NC_089039.1.g18568		NC_089039.1.g18893	NC_089039.1.g18664		3	1	
OG0034434	NC_089039.1.g18804		NC_089039.1.g18689			NC_089039.1.g18959	NC_089039.1.g18727		3	1	
OG0034435	NC_089039.1.g18836		NC_089039.1.g18718				NC_089039.1.g18761	NC_089039.1.g18785	3	1	
OG0034436	NC_089039.1.g18876	NC_089046.1.g38561			NC_089041.1.g25468			NC_089043.1.g30585	3	1	
OG0034437	NC_089039.1.g18920	NC_089039.1.g18747				NC_089039.1.g19074, NC_089046.1.g38702			2	1	
OG0034438	NC_089039.1.g18952			NC_089039.1.g18779	NC_089039.1.g18900		NC_089039.1.g18879		3	1	
OG0034439	NC_089039.1.g18958	NC_089039.1.g18791		NC_089039.1.g18784		NC_089039.1.g19116			3	1	
OG0034440	NC_089039.1.g18994	NC_089039.1.g18827				NC_089039.1.g19152	NC_089039.1.g18921		3	1	
OG0034441	NC_089039.1.g19009				NC_089039.1.g18958	NC_089039.1.g19170	NC_089039.1.g18937		3	1	
OG0034442	NC_089039.1.g19124		NC_089039.1.g19011	NC_089039.1.g18946		NC_089039.1.g19281			3	1	
OG0034443	NC_089039.1.g19158		NC_089039.1.g19048	NC_089039.1.g18982		NC_089039.1.g19314			3	1	
OG0034444	NC_089039.1.g19161			NC_089039.1.g18985		NC_089039.1.g19317	NC_089039.1.g19088		3	1	
OG0034445	NC_089039.1.g19185			NC_089039.1.g19008		NC_089039.1.g19340	NC_089039.1.g19111		3	1	
OG0034446	NC_089039.1.g19288	NC_089039.1.g19126	NC_089045.1.g35584					NC_089039.1.g19224	3	1	
OG0034447	NC_089039.1.g19310	NC_089039.1.g19148			NC_089039.1.g19250		NC_089039.1.g19235		3	1	
OG0034448	NC_089039.1.g19313	NC_089039.1.g19152			NC_089039.1.g19254		NC_089039.1.g19239		3	1	
OG0034449	NC_089039.1.g19342	NC_089039.1.g19182					NC_089039.1.g19268	NC_089039.1.g19279	3	1	
OG0034450	NC_089039.1.g19361	NC_089039.1.g19201	NC_089039.1.g19253					NC_089039.1.g19298	3	1	
OG0034451	NC_089039.1.g19367	NC_089039.1.g19207			NC_089039.1.g19311	NC_089035.1.g2367			3	1	
OG0034452	NC_089039.1.g19467			NC_089039.1.g19286, NC_089045.1.g34756		NC_089039.1.g19630			2	1	
OG0034453	NC_089039.1.g19475			NC_089039.1.g19294	NC_089039.1.g19429	NC_089039.1.g19637			3	1	
OG0034454	NC_089039.1.g19490	NC_089039.1.g19330	NC_089035.1.g4021					NC_089039.1.g19425	3	1	
OG0034455	NC_089039.1.g19497			NC_089039.1.g19314	NC_089039.1.g19448	NC_089039.1.g19660			3	1	
OG0034456	NC_089039.1.g19538			NC_089039.1.g19360	NC_089039.1.g19489	NC_089039.1.g19702			3	1	
OG0034458	NC_089039.1.g19600			NC_089039.1.g19421		NC_089039.1.g19765		NC_089037.1.g10134	3	1	
OG0034459	NC_089039.1.g19822			NC_089039.1.g19653		NC_089039.1.g19999		NC_089039.1.g19758	3	1	
OG0034460	NC_089039.1.g19831	NC_089039.1.g19676		NC_089039.1.g19661				NC_089039.1.g19765	3	1	
OG0034461	NC_089039.1.g19832	NC_089039.1.g19677	NC_089039.1.g19729		NC_089039.1.g19784				3	1	
OG0034462	NC_089039.1.g19838	NC_089039.1.g19683		NC_089039.1.g19666	NC_089039.1.g19790				3	1	
OG0034463	NC_089039.1.g19907		NC_089039.1.g19805		NC_089039.1.g19858	NC_089039.1.g20074			3	1	
OG0034464	NC_089039.1.g20151			NC_089039.1.g19978	NC_089039.1.g20110	NC_089039.1.g20324			3	1	
OG0034465	NC_089039.1.g20187			NC_089039.1.g20011		NC_089039.1.g20359	NC_089039.1.g20092		3	1	
OG0034466	NC_089039.1.g20225	NC_089039.1.g20075	NC_089039.1.g20126		NC_089039.1.g20182				3	1	
OG0034467	NC_089039.1.g20234	NC_089039.1.g20085	NC_089039.1.g20138		NC_089039.1.g20195				3	1	
OG0034468	NC_089039.1.g20243			NC_089039.1.g20064	NC_089039.1.g20204	NC_089039.1.g20414			3	1	
OG0034469	NC_089039.1.g20507		NC_089039.1.g20410		NC_089039.1.g20468		NC_089039.1.g20399		3	1	
OG0034470	NC_089039.1.g20515	NC_089039.1.g20372				NC_089039.1.g20684		NC_089039.1.g20438	3	1	
OG0034471	NC_089040.1.g20751				NC_089040.1.g20717	NC_089040.1.g20916		NC_089040.1.g20670	3	1	
OG0034472	NC_089040.1.g20758				NC_089040.1.g20724	NC_089040.1.g20923		NC_089040.1.g20676	3	1	
OG0034473	NC_089040.1.g20877			NC_089040.1.g20701		NC_089040.1.g21044		NC_089040.1.g20792	3	1	
OG0034474	NC_089040.1.g20937		NC_089040.1.g20839	NC_089040.1.g20761		NC_089040.1.g21106			3	1	
OG0034475	NC_089040.1.g20996	NC_089040.1.g20847		NC_089040.1.g20820		NC_089040.1.g21167			3	1	
OG0034476	NC_089040.1.g21016			NC_089040.1.g20841		NC_089040.1.g21188	NC_089040.1.g20905		3	1	
OG0034477	NC_089040.1.g21063		NC_089040.1.g20966		NC_089040.1.g21032			NC_089040.1.g20980	3	1	
OG0034478	NC_089040.1.g21081			NC_089040.1.g20906	NC_089040.1.g21053	NC_089040.1.g21252			3	1	
OG0034479	NC_089040.1.g21121			NC_089040.1.g20944	NC_089040.1.g21093	NC_089040.1.g21290			3	1	
OG0034480	NC_089040.1.g21147	NC_089040.1.g21001			NC_089040.1.g21119	NC_089040.1.g21317			3	1	
OG0034481	NC_089040.1.g21183	NC_089040.1.g21036					NC_089040.1.g21502, NC_089046.1.g37035		2	1	
OG0034482	NC_089040.1.g21207		NC_089040.1.g21105	NC_089040.1.g21021	NC_089040.1.g21174				3	1	
OG0034483	NC_089040.1.g21209		NC_089040.1.g21107		NC_089040.1.g21176			NC_089040.1.g21128	3	1	
OG0034484	NC_089040.1.g21216		NC_089040.1.g21114	NC_089040.1.g21029		NC_089040.1.g21384			3	1	
OG0034485	NC_089040.1.g21245		NC_089040.1.g21141			NC_089040.1.g21410		NC_089040.1.g21160	3	1	
OG0034486	NC_089040.1.g21337			NC_089040.1.g21147		NC_089040.1.g21503	NC_089040.1.g21220		3	1	
OG0034487	NC_089040.1.g21365			NC_089040.1.g21178	NC_089040.1.g21328			NC_089040.1.g21280	3	1	
OG0034488	NC_089040.1.g21424			NC_089040.1.g21233		NC_089040.1.g21587		NC_089040.1.g21337	3	1	
OG0034489	NC_089040.1.g21533			NC_089040.1.g21335		NC_089040.1.g21692	NC_089040.1.g21417		3	1	
OG0034490	NC_089040.1.g21542			NC_089040.1.g21344	NC_089040.1.g21503			NC_089040.1.g21448	3	1	
OG0034491	NC_089040.1.g21551		NC_089040.1.g21441	NC_089040.1.g21352			NC_089040.1.g21435		3	1	
OG0034492	NC_089040.1.g21596				NC_089040.1.g21551		NC_089040.1.g21478	NC_089040.1.g21497	3	1	
OG0034493	NC_089040.1.g21686		NC_089040.1.g21573	NC_089040.1.g21480		NC_089040.1.g21840			3	1	
OG0034494	NC_089040.1.g21717	NC_089040.1.g21561		NC_089040.1.g21512				NC_089040.1.g21621	3	1	
OG0034495	NC_089040.1.g21718		NC_089040.1.g21611		NC_089040.1.g21676		NC_089040.1.g21599		3	1	
OG0034496	NC_089040.1.g21735	NC_089040.1.g21579	NC_089040.1.g21629					NC_089040.1.g21639	3	1	
OG0034497	NC_089040.1.g21777	NC_089040.1.g21621		NC_089040.1.g21570		NC_089040.1.g21933			3	1	
OG0034498	NC_089040.1.g21825	NC_089040.1.g21660				NC_089040.1.g21977		NC_089040.1.g21726	3	1	
OG0034499	NC_089040.1.g21826	NC_089040.1.g21661				NC_089040.1.g21978		NC_089040.1.g21727	3	1	
OG0034500	NC_089040.1.g21827	NC_089040.1.g21662				NC_089040.1.g21979		NC_089040.1.g21729	3	1	
OG0034501	NC_089040.1.g21899	NC_089040.1.g21734			NC_089040.1.g21858			NC_089040.1.g21798	3	1	
OG0034502	NC_089040.1.g21935			NC_089040.1.g21712		NC_089040.1.g22094		NC_089040.1.g21836	3	1	
OG0034503	NC_089040.1.g21945	NC_089040.1.g21781			NC_089040.1.g21903		NC_089040.1.g21809		3	1	
OG0034504	NC_089040.1.g21977	NC_089040.1.g21811			NC_089040.1.g21934		NC_089040.1.g21839		3	1	
OG0034505	NC_089040.1.g21996	NC_089040.1.g21830			NC_089040.1.g21954		NC_089040.1.g21859		3	1	
OG0034506	NC_089040.1.g21998	NC_089040.1.g21832	NC_089040.1.g21886		NC_089040.1.g21956				3	1	
OG0034507	NC_089040.1.g22002			NC_089040.1.g21768		NC_089040.1.g22161		NC_089040.1.g21668	3	1	
OG0034509	NC_089040.1.g22010	NC_089040.1.g21840			NC_089040.1.g21966		NC_089040.1.g21867		3	1	
OG0034510	NC_089040.1.g22055		NC_089040.1.g21944	NC_089040.1.g21817			NC_089040.1.g21913		3	1	
OG0034511	NC_089040.1.g22089	NC_089040.1.g21923	NC_089040.1.g21973					NC_089040.1.g21982	3	1	
OG0034512	NC_089040.1.g22165	NC_089040.1.g22000		NC_089040.1.g21929	NC_089040.1.g22129				3	1	
OG0034513	NC_089040.1.g22201		NC_089040.1.g22093			NC_089040.1.g22373	NC_089040.1.g22065		3	1	
OG0034514	NC_089040.1.g22218	NC_089040.1.g22058			NC_089040.1.g22187	NC_089040.1.g22388			3	1	
OG0034515	NC_089040.1.g22247		NC_089040.1.g22139	NC_089040.1.g22010	NC_089040.1.g22220				3	1	
OG0034516	NC_089040.1.g22249		NC_089040.1.g22142	NC_089040.1.g22014			NC_089040.1.g22115		3	1	
OG0034517	NC_089040.1.g22253	NC_089040.1.g22098					NC_089040.1.g22119	NC_089040.1.g22154	3	1	
OG0034518	NC_089040.1.g22267	NC_089042.1.g29168	NC_089042.1.g29185					NC_089042.1.g29247	3	1	
OG0034519	NC_089040.1.g22318	NC_089040.1.g22164				NC_089040.1.g22495	NC_089040.1.g22182		3	1	
OG0034520	NC_089040.1.g22329			NC_089040.1.g22083	NC_089040.1.g22296		NC_089040.1.g22191		3	1	
OG0034521	NC_089040.1.g22330			NC_089040.1.g22084	NC_089040.1.g22297		NC_089040.1.g22192		3	1	
OG0034522	NC_089040.1.g22355			NC_089040.1.g22109		NC_089040.1.g22527	NC_089046.1.g37694		3	1	
OG0034523	NC_089040.1.g22360			NC_089040.1.g22114		NC_089040.1.g22532	NC_089040.1.g22220		3	1	
OG0034524	NC_089040.1.g22389	NC_089040.1.g22233				NC_089040.1.g22560		NC_089040.1.g22286	3	1	
OG0034525	NC_089040.1.g22398		NC_089040.1.g22285		NC_089040.1.g22365			NC_089040.1.g22297	3	1	
OG0034526	NC_089040.1.g22436	NC_089040.1.g22275	NC_089040.1.g22316			NC_089040.1.g22598			3	1	
OG0034527	NC_089040.1.g22458		NC_089040.1.g22336		NC_089040.1.g22418			NC_089040.1.g22347	3	1	
OG0034528	NC_089040.1.g22482				NC_089040.1.g22439		NC_089040.1.g22331	NC_089040.1.g22371	3	1	
OG0034529	NC_089040.1.g22504	NC_089040.1.g22344		NC_089040.1.g22222		NC_089040.1.g22667			3	1	
OG0034530	NC_089040.1.g22586			NC_089040.1.g22302		NC_089040.1.g22752, NC_089046.1.g38061			2	1	
OG0034531	NC_089040.1.g22618, NC_089041.1.g24831				NC_089043.1.g31227	NC_089041.1.g24983			2	1	
OG0034532	NC_089040.1.g22649		NC_089040.1.g22508, NC_089040.1.g22523		NC_089040.1.g22609				2	1	
OG0034533	NC_089040.1.g22714	NC_089040.1.g22535		NC_089040.1.g22425		NC_089040.1.g22876			3	1	
OG0034534	NC_089040.1.g22799		NC_089040.1.g22687	NC_089040.1.g22514		NC_089040.1.g22980			3	1	
OG0034535	NC_089040.1.g22818			NC_089040.1.g22531		NC_089040.1.g22998		NC_089046.1.g37965	3	1	
OG0034536	NC_089040.1.g22821			NC_089040.1.g22534		NC_089040.1.g23001		NC_089040.1.g22707	3	1	
OG0034537	NC_089040.1.g22913		NC_089040.1.g22799			NC_089040.1.g23091		NC_089040.1.g22799	3	1	
OG0034538	NC_089040.1.g22927			NC_089040.1.g22635		NC_089040.1.g23104		NC_089040.1.g22811	3	1	
